湖南频道,#genre#
辽宁卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171302.m3u8$1280x720
内蒙古卫视,http://113.83.248.110:4200/rtp/239.77.0.70:5146$720x576
内蒙古卫视,http://113.87.227.200:5000/rtp/239.77.0.70:5146$720x576
内蒙古卫视,http://113.83.248.110:4200/rtp/239.77.1.55:5146$720x576
内蒙古卫视,http://113.87.227.200:5000/rtp/239.77.1.55:5146$720x576
内蒙古卫视,http://113.94.58.61:10010/rtp/239.77.0.70:5146$720x576
宁夏卫视,http://121.32.206.211:8899/rtp/239.77.0.73:5146$720x576
宁夏卫视,http://113.83.248.110:4200/rtp/239.77.0.73:5146$720x576
宁夏卫视,http://113.87.227.200:5000/rtp/239.77.0.73:5146$720x576
宁夏卫视,http://113.66.41.152:10000/rtp/239.77.0.73:5146$720x576
宁夏卫视,http://113.83.248.110:4200/rtp/239.77.1.47:5146$720x576
宁夏卫视,http://113.87.227.200:5000/rtp/239.77.1.47:5146$720x576
青海卫视,http://113.83.248.110:4200/rtp/239.253.43.125:5146$1920x1080
青海卫视,http://113.87.227.200:5000/rtp/239.253.43.125:5146$1920x1080
青海卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000002000013359/1.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=3$1920x1080
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8$1280x720
青海卫视,http://stream.qhbtv.com/qhws/playlist.m3u8$1280x720
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578$1280x720
青海卫视,http://113.83.248.110:4200/rtp/239.77.1.70:5146$720x576
青海卫视,http://113.83.248.110:4200/rtp/239.77.0.71:5146$720x576
青海卫视,http://113.87.227.200:5000/rtp/239.77.0.71:5146$720x576
青海卫视,http://113.87.227.200:5000/rtp/239.77.1.70:5146$720x576
山东卫视,http://113.83.248.110:4200/rtp/239.77.1.142:5146$1920x1080
山东卫视,http://113.83.248.110:4200/rtp/239.77.0.94:5146$1920x1080
山东卫视,http://113.87.227.200:5000/rtp/239.77.0.94:5146$1920x1080
山东卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171603.m3u8$1920x1080
山东卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265019/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265019&livemode=1&stbId=3$1920x1080
山东卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000016568/1.m3u8?channel-id=ystenlive&Contentid=1000000001000016568&livemode=1&stbId=3$1920x1080
山东卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171602.m3u8$1280x720
山西卫视,http://80ec27bff7f9ae80b961481da488e302.livehwc3.cn/liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d04ce01474da4193c8863ea281ec4759$1280x720
山西卫视,http://113.83.248.110:4200/rtp/239.77.0.69:5146$720x576
山西卫视,http://113.87.227.200:5000/rtp/239.77.0.69:5146$720x576
山西卫视,http://113.66.41.152:10000/rtp/239.77.0.69:5146$720x576
山西卫视,http://113.83.248.110:4200/rtp/239.77.1.74:5146$720x576
山西卫视,http://113.87.227.200:5000/rtp/239.77.1.74:5146$720x576
山西卫视,http://121.32.206.211:8899/rtp/239.77.1.74:5146$720x576
山西卫视,http://113.94.58.61:10010/rtp/239.77.0.69:5146$720x576
山西卫视,http://113.103.253.56:2000/rtp/239.77.0.69:5146$720x576
山西卫视,http://183.31.11.72:8000/rtp/239.77.0.69:5146$720x576
陕西卫视,http://113.103.253.56:2000/rtp/239.77.0.68:5146$720x576
陕西卫视,http://113.83.248.110:4200/rtp/239.77.0.68:5146$720x576
陕西卫视,http://113.83.248.110:4200/rtp/239.77.1.54:5146$720x576
陕西卫视,http://113.87.227.200:5000/rtp/239.77.0.68:5146$720x576
陕西卫视,http://113.66.41.152:10000/rtp/239.77.0.68:5146$720x576
陕西卫视,http://113.87.227.200:5000/rtp/239.77.1.54:5146$720x576
陕西卫视,http://113.94.58.61:10010/rtp/239.77.0.68:5146$720x576
四川卫视,http://183.31.11.72:8000/rtp/239.77.0.163:5146$1920x1080
四川卫视,http://113.83.248.110:4200/rtp/239.77.1.215:5146$1920x1080
四川卫视,http://113.83.248.110:4200/rtp/239.77.0.159:5146$1920x1080
四川卫视,http://113.87.227.200:5000/rtp/239.77.0.159:5146$1920x1080
四川卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061403.m3u8$1920x1080
四川卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000006119/1.m3u8?channel-id=bestzb&Contentid=5000000004000006119&livemode=1&stbId=3$1920x1080
四川卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024061402.m3u8$1280x720
四川卫视,http://metatvpro.xyz:25461/W1045/4329/418$720x576
深圳卫视,http://113.83.248.110:4200/rtp/239.77.0.92:5146$1920x1080
深圳卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061303.m3u8$1920x1080
深圳卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265028/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265028&livemode=1&stbId=3$1920x1080
深圳卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024061302.m3u8$1280x720
三沙卫视,http://113.83.248.110:4200/rtp/239.253.43.113:5146$1920x1080
三沙卫视,http://113.87.227.200:5000/rtp/239.253.43.113:5146$1920x1080
三沙卫视,http://113.83.248.110:4200/rtp/239.77.1.117:5146$720x576
三沙卫视,http://113.87.227.200:5000/rtp/239.77.1.117:5146$720x576
三沙卫视,http://22725y284r.yicp.fun:9902/tsfile/live/1031_1.m3u8$720x576
天津卫视,http://113.66.41.152:10000/rtp/239.77.1.182:5146$1920x1080
天津卫视,http://113.87.227.200:5000/rtp/239.77.0.97:5146$1920x1080
天津卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2019927003.m3u8$1920x1080
天津卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2019927003.m3u8$1920x1080
天津卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265026/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265026&livemode=1&stbId=3$1920x1080
天津卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000006827/1.m3u8?channel-id=bestzb&Contentid=5000000004000006827&livemode=1&stbId=3$1920x1080
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws$1920x1080
西藏卫视,http://113.83.248.110:4200/rtp/239.77.1.49:5146$720x576
西藏卫视,http://113.83.248.110:4200/rtp/239.77.0.74:5146$720x576
西藏卫视,http://113.87.227.200:5000/rtp/239.77.0.74:5146$720x576
西藏卫视,http://113.66.41.152:10000/rtp/239.77.0.74:5146$720x576
西藏卫视,http://113.87.227.200:5000/rtp/239.77.1.49:5146$720x576
西藏卫视,http://113.94.58.61:10010/rtp/239.77.0.74:5146$720x576
西藏卫视,http://183.31.11.72:8000/rtp/239.77.0.74:5146$720x576
新疆卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2019927403.m3u8$1920x1080
新疆卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2019927403.m3u8$1920x1080
新疆卫视,http://113.83.248.110:4200/rtp/239.77.0.75:5146$720x576
新疆卫视,http://113.83.248.110:4200/rtp/239.77.1.53:5146$720x576
新疆卫视,http://113.87.227.200:5000/rtp/239.77.0.75:5146$720x576
新疆卫视,http://113.66.41.152:10000/rtp/239.77.0.75:5146$720x576
新疆卫视,http://113.87.227.200:5000/rtp/239.77.1.53:5146$720x576
新疆卫视,http://113.94.58.61:10010/rtp/239.77.0.75:5146$720x576
新疆卫视,http://183.31.11.72:8000/rtp/239.77.0.75:5146$720x576
云南卫视,http://113.83.248.110:4200/rtp/239.253.43.100:5146$1920x1080
云南卫视,http://113.83.248.110:4200/rtp/239.253.43.37:5146$1920x1080
云南卫视,http://113.87.227.200:5000/rtp/239.253.43.37:5146$1920x1080
云南卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031120/1.m3u8?channel-id=bestzb&Contentid=5000000011000031120&livemode=1&stbId=3$1920x1080

港·澳·台,#genre#
翡翠台,http://113.83.152.56:8182/bynumber/1$1920x1080
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn$1920x1080
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct$1920x1080
翡翠台,http://metatvpro.xyz:25461/W1045/4329/12205$1920x1080
明珠台,http://metatvpro.xyz:25461/W1045/4329/12207$1280x720
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt$1280x720
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn$1280x720
星河台,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8$1280x720
凤凰中文,http://ayolee.com:5253/udp/239.93.0.162:2192$1920x1080
凤凰中文,http://pi.0472.org/tv/cbn.php?id=xfjcHD$1280x720
凤凰中文,http://metatvpro.xyz:25461/W1045/4329/61$1280x720
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd$1280x720
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$1280x720
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx$1280x720
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd$1280x720
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn$1920x1080
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk$1280x720
凤凰香港,http://metatvpro.xyz:25461/W1045/4329/12212$854x480
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd$1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?$1920x1080
TVBS新闻,http://4gtv.mumi.rip:9877/291/4gtv-4gtv072/index.m3u8$640x360
TVBS欢乐,http://4gtv.mumi.rip:9877/184/4gtv-4gtv068/index.m3u8$854x480
